RUN	com.gatling.tests.Recorded4	recorded4	1689967556939	3	3.6.1
USER	Recorded4	START	1689967558739
REQUEST		Home	1689967558779	1689967559886	OK	 
REQUEST		Search	1689967569991	1689967570016	OK	 
REQUEST		Select	1689967583025	1689967583051	OK	 
REQUEST		request_3	1689967602064	1689967603053	OK	 
REQUEST		searchbox_sprites317_hr.webp	1689967603661	1689967603743	OK	 
REQUEST		request_10	1689967603769	1689967603854	OK	 
REQUEST		request_15	1689967603522	1689967603874	OK	 
REQUEST		request_29	1689967603546	1689967603890	OK	 
REQUEST		request_30	1689967603616	1689967603918	OK	 
REQUEST		request_12	1689967603615	1689967603922	OK	 
REQUEST		request_16	1689967603499	1689967603961	OK	 
REQUEST		request_50	1689967603548	1689967603962	OK	 
REQUEST		request_26	1689967603615	1689967603965	OK	 
REQUEST		request_44	1689967603571	1689967603970	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 401
REQUEST		request_49	1689967603591	1689967604004	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 401
REQUEST		request_7	1689967603617	1689967604011	OK	 
REQUEST		request_8	1689967603664	1689967604013	OK	 
REQUEST		request_4	1689967603662	1689967604018	OK	 
REQUEST		request_27	1689967603616	1689967604044	OK	 
REQUEST		request_6	1689967603663	1689967604053	OK	 
REQUEST		request_13	1689967603855	1689967604060	OK	 
REQUEST		request_42	1689967603638	1689967604080	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 400
REQUEST		request_11	1689967603591	1689967604107	OK	 
REQUEST		request_38	1689967603958	1689967604177	OK	 
REQUEST		request_39	1689967603966	1689967604180	OK	 
REQUEST		request_14	1689967604015	1689967604182	OK	 
REQUEST		request_40	1689967604046	1689967604186	OK	 
REQUEST		request_19	1689967604062	1689967604199	OK	 
REQUEST		request_41	1689967604109	1689967604239	OK	 
REQUEST		request_17	1689967604020	1689967604260	OK	 
REQUEST		request_43	1689967604178	1689967604263	OK	 
REQUEST		request_45	1689967604181	1689967604264	OK	 
REQUEST		request_20	1689967604183	1689967604289	OK	 
REQUEST		request_36	1689967603919	1689967604292	OK	 
REQUEST		request_9	1689967603664	1689967604300	OK	 
REQUEST		request_22	1689967604261	1689967604321	OK	 
REQUEST		request_18	1689967604055	1689967604370	OK	 
REQUEST		request_25	1689967604301	1689967604373	OK	 
REQUEST		request_24	1689967603615	1689967604407	OK	 
REQUEST		request_32	1689967604374	1689967604429	OK	 
REQUEST		request_31	1689967604371	1689967604439	OK	 
REQUEST		request_28	1689967604322	1689967604469	OK	 
REQUEST		request_33	1689967604430	1689967604490	OK	 
REQUEST		request_34	1689967604440	1689967604493	OK	 
REQUEST		request_5	1689967603663	1689967604496	OK	 
REQUEST		request_23	1689967604290	1689967604502	OK	 
REQUEST		request_37	1689967604491	1689967604534	OK	 
REQUEST		request_46	1689967604494	1689967604535	OK	 
REQUEST		request_47	1689967604497	1689967604536	OK	 
REQUEST		request_48	1689967604503	1689967604545	OK	 
REQUEST		request_21	1689967604200	1689967604555	OK	 
REQUEST		request_35	1689967604470	1689967604576	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 400
REQUEST		request_51	1689967605595	1689967605625	OK	 
REQUEST		request_53	1689967605627	1689967605652	OK	 
REQUEST		request_52	1689967605630	1689967605677	OK	 
REQUEST		request_53	1689967605675	1689967605704	OK	 
REQUEST		request_54	1689967605628	1689967605816	OK	 
REQUEST		request_55	1689967644826	1689967644849	OK	 
REQUEST		request_56	1689967646856	1689967646882	OK	 
REQUEST		request_57	1689967674893	1689967674920	OK	 
REQUEST		request_58	1689967696929	1689967696957	OK	 
REQUEST		request_59	1689967712970	1689967712994	OK	 
REQUEST		request_59 Redirect 1	1689967712994	1689967713017	OK	 
USER	Recorded4	END	1689967713021
